year,county,state,sex_and_age_total_population,sex_and_age_total_population_male,sex_and_age_total_population_female,sex_and_age_total_population_sex_ratio_males_per_1,sex_and_age_total_population_under_5_years,sex_and_age_total_population_5_to_9_years,sex_and_age_total_population_10_to_14_years,sex_and_age_total_population_15_to_19_years,sex_and_age_total_population_20_to_24_years,sex_and_age_total_population_25_to_34_years,sex_and_age_total_population_35_to_44_years,sex_and_age_total_population_45_to_54_years,sex_and_age_total_population_55_to_59_years,sex_and_age_total_population_60_to_64_years,sex_and_age_total_population_65_to_74_years,sex_and_age_total_population_75_to_84_years,sex_and_age_total_population_85_years_and_over,sex_and_age_total_population_median_age_years,sex_and_age_total_population_under_18_years,sex_and_age_total_population_16_years_and_over,sex_and_age_total_population_18_years_and_over,sex_and_age_total_population_21_years_and_over,sex_and_age_total_population_62_years_and_over,sex_and_age_total_population_65_years_and_over,sex_and_age_total_population_18_years_and_over.1,sex_and_age_total_population_18_years_and_over_mal,sex_and_age_total_population_18_years_and_over_fem,sex_and_age_total_population_18_years_and_over_sex,sex_and_age_total_population_65_years_and_over.1,sex_and_age_total_population_65_years_and_over_mal,sex_and_age_total_population_65_years_and_over_fem,sex_and_age_total_population_65_years_and_over_sex,race_total_population,race_total_population_one_race,race_total_population_two_or_more_races,race_total_population_one_race.1,race_total_population_one_race_white,race_total_population_one_race_black_or_african_am,race_total_population_one_race_american_indian_and,race_total_population_one_race_american_indian_and.1,race_total_population_one_race_american_indian_and.2,race_total_population_one_race_american_indian_and.3,race_total_population_one_race_american_indian_and.4,race_total_population_one_race_asian,race_total_population_one_race_asian_asian_indian,state_fips,county_fips,race_total_population_one_race_asian_chinese,race_total_population_one_race_asian_filipino,race_total_population_one_race_asian_japanese,race_total_population_one_race_asian_korean,race_total_population_one_race_asian_vietnamese,race_total_population_one_race_asian_other_asian,race_total_population_one_race_native_hawaiian_and,race_total_population_one_race_native_hawaiian_and.1,race_total_population_one_race_native_hawaiian_and.2,race_total_population_one_race_native_hawaiian_and.3,race_total_population_one_race_native_hawaiian_and.4,race_total_population_one_race_some_other_race,race_total_population_two_or_more_races.1,race_total_population_two_or_more_races_white_and_,race_total_population_two_or_more_races_white_and_.1,race_total_population_two_or_more_races_white_and_.2,race_total_population_two_or_more_races_black_or_a,race_alone_or_in_combination_with_one_or_more_othe,race_alone_or_in_combination_with_one_or_more_othe.1,race_alone_or_in_combination_with_one_or_more_othe.2,race_alone_or_in_combination_with_one_or_more_othe.3,race_alone_or_in_combination_with_one_or_more_othe.4,race_alone_or_in_combination_with_one_or_more_othe.5,race_alone_or_in_combination_with_one_or_more_othe.6,hispanic_or_latino_and_race_total_population,hispanic_or_latino_and_race_total_population_hispa,hispanic_or_latino_and_race_total_population_hispa.1,hispanic_or_latino_and_race_total_population_hispa.2,hispanic_or_latino_and_race_total_population_hispa.3,hispanic_or_latino_and_race_total_population_hispa.4,hispanic_or_latino_and_race_total_population_not_h,hispanic_or_latino_and_race_total_population_not_h.1,hispanic_or_latino_and_race_total_population_not_h.2,hispanic_or_latino_and_race_total_population_not_h.3,hispanic_or_latino_and_race_total_population_not_h.4,hispanic_or_latino_and_race_total_population_not_h.5,hispanic_or_latino_and_race_total_population_not_h.6,hispanic_or_latino_and_race_total_population_not_h.7,hispanic_or_latino_and_race_total_population_not_h.8,hispanic_or_latino_and_race_total_population_not_h.9,total_housing_units,citizen_voting_age_population_citizen_18_and_over_,citizen_voting_age_population_citizen_18_and_over_.1,citizen_voting_age_population_citizen_18_and_over_.2
2021,Ogemaw County,Michigan,20745,10506,10239,102.6,913,1055,1149,1113,911,1973,2036,2447,1692,2085,3209,1652,510,50.5,3843,17438,16902,16346,6722,5371,16902,8492,8410,101.0,5371,2639,2732,96.6,20745,20196,549,20196,19814,74,101,0,6,1,0,158,35,26,129,0,31,0,0,10,82,4,0,0,4,0,45,549,84,222,15,13,20745,20333,179,347,173,21,252,20745,476,261,66,68,81,20269,19455,74,97,158,4,14,467,132,335,15361,16803,8451,8352
2021,Ontonagon County,Michigan,5891,3021,2870,105.3,146,160,233,293,187,343,452,693,558,690,1251,718,167,59.0,694,5280,5197,5024,2570,2136,5197,2661,2536,104.9,2136,1108,1028,107.8,5891,5726,165,5726,5625,24,24,0,16,0,0,41,0,26,131,7,25,2,7,0,0,4,4,0,0,0,8,165,15,121,7,0,5891,5789,39,146,48,4,30,5891,92,80,10,0,2,5799,5561,23,21,41,4,0,149,17,132,5295,5171,2648,2523
2021,Osceola County,Michigan,22917,11723,11194,104.7,1238,1345,1522,1558,1109,2485,2492,2822,1773,1782,2872,1501,418,43.6,5157,18412,17760,17064,5912,4791,17760,8959,8801,101.8,4791,2323,2468,94.1,22917,22268,649,22268,21707,310,69,5,3,0,2,72,0,26,133,11,42,8,4,0,7,0,0,0,0,0,110,649,82,280,25,9,22917,22306,451,371,112,24,331,22917,489,269,125,63,32,22428,21454,280,69,72,0,28,525,97,428,12713,17667,8923,8744
2021,Oscoda County,Michigan,8206,4218,3988,105.8,441,455,432,411,331,702,729,843,714,860,1373,660,255,52.4,1603,6804,6603,6390,2837,2288,6603,3356,3247,103.4,2288,1156,1132,102.1,8206,7982,224,7982,7826,56,49,0,12,0,2,23,0,26,135,19,3,0,0,1,0,0,0,0,0,0,28,224,35,124,3,0,8206,8050,91,173,26,0,90,8206,144,108,9,5,22,8062,7755,52,39,4,0,0,212,50,162,7816,6580,3353,3227
2021,Otsego County,Michigan,25016,12563,12453,100.9,1297,1521,1504,1514,1286,2775,2733,3244,2178,1735,3214,1395,620,44.6,5285,20356,19731,18871,6326,5229,19731,9846,9885,99.6,5229,2499,2730,91.5,25016,24288,728,24288,23776,219,95,1,41,0,0,135,34,26,137,3,31,4,6,0,57,4,4,0,0,0,59,728,118,338,62,2,25016,24478,363,435,221,4,243,25016,455,215,31,71,138,24561,23556,177,95,135,4,0,594,81,513,14841,19566,9755,9811
2021,Ottawa County,Michigan,293713,145904,147809,98.7,17534,19972,20371,24883,26406,35515,35205,33935,18615,16857,26134,12674,5612,35.6,70363,232204,223350,203906,54205,44420,223350,109756,113594,96.6,44420,20399,24021,84.9,293713,279524,14189,279524,257231,4874,1113,0,88,0,0,7852,627,26,139,974,507,59,1040,1155,3490,61,20,17,14,10,8393,14189,2274,1597,2202,255,293713,270749,8098,3179,10514,461,15544,293713,29843,23797,1498,1050,3498,263870,243515,4578,402,7572,61,731,7011,877,6134,113208,217234,106573,110661
2021,Presque Isle County,Michigan,12976,6484,6492,99.9,505,470,640,642,530,963,1166,1445,1252,1263,2442,1255,403,55.8,2059,11195,10917,10589,4865,4100,10917,5453,5464,99.8,4100,2064,2036,101.4,12976,12678,298,12678,12479,60,32,0,15,0,0,65,26,26,141,0,2,0,37,0,0,0,0,0,0,0,42,298,79,132,25,0,12976,12777,150,176,93,4,88,12976,206,145,14,0,47,12770,12333,44,32,65,0,28,268,21,247,9864,10866,5439,5427
2021,Roscommon County,Michigan,23458,11749,11709,100.3,870,985,1007,982,842,1911,1979,2661,2037,2577,4658,2247,702,56.6,3531,20337,19927,19432,9293,7607,19927,9977,9950,100.3,7607,3833,3774,101.6,23458,22498,960,22498,22258,73,50,7,8,0,0,97,20,26,143,24,33,0,1,19,0,0,0,0,0,0,20,960,148,288,106,6,23458,23212,255,395,231,0,404,23458,486,247,75,68,96,22972,21963,73,50,97,0,0,789,213,576,23243,19758,9875,9883
2021,Saginaw County,Michigan,190540,93155,97385,95.7,10921,11230,11591,13136,12186,23704,21006,23382,13583,13436,21311,9957,5097,40.8,41281,154360,149259,140761,44467,36365,149259,71893,77366,92.9,36365,16073,20292,79.2,190540,181330,9210,181330,139345,36205,629,4,139,8,1,2280,1105,26,145,246,343,130,24,150,282,36,6,0,0,30,2835,9210,2364,1223,707,177,190540,147982,39373,2382,3136,134,7207,190540,16984,14953,667,18,1346,173556,130574,35229,301,2279,36,203,4934,703,4231,86095,147322,70674,76648
2021,St. Clair County,Michigan,160067,80013,80054,99.9,7956,8548,10354,10091,8901,17722,18184,22577,13354,12313,18373,8304,3390,44.1,33454,131347,126613,121496,37704,30067,126613,62776,63837,98.3,30067,13966,16101,86.7,160067,154134,5933,154134,148323,3612,197,1,32,0,18,730,150,26,147,60,245,18,163,15,79,63,27,0,13,23,1209,5933,1948,1575,717,44,160067,154135,5948,2030,1598,159,2533,160067,5688,4277,312,277,822,154379,145010,3521,158,658,63,256,4713,364,4349,71933,125162,62044,63118
2021,St. Joseph County,Michigan,60828,30555,30273,100.9,3904,4269,4161,4137,3334,7196,7183,7151,4583,4154,6582,3119,1055,39.6,14965,47597,45863,43770,12964,10756,45863,22877,22986,99.5,10756,4962,5794,85.6,60828,56961,3867,56961,54526,1365,40,1,9,0,1,363,142,26,149,74,31,41,19,4,52,0,0,0,0,0,667,3867,890,708,306,6,60828,58387,2369,898,670,0,2515,60828,5071,4598,136,4,333,55757,52152,1360,36,363,0,32,1814,103,1711,27163,44513,22283,22230
2021,Sanilac County,Michigan,40829,20523,20306,101.1,2087,2594,2419,2556,2102,4134,4391,5116,3244,3329,5273,2721,863,45.3,8780,33191,32049,30761,10602,8857,32049,16048,16001,100.3,8857,4200,4657,90.2,40829,39717,1112,39717,38969,193,65,7,11,0,0,102,0,26,151,11,50,15,18,3,5,6,3,3,0,0,382,1112,170,341,97,2,40829,40063,384,420,202,16,876,40829,1604,1254,78,27,245,39225,38117,193,62,96,0,48,709,99,610,21833,31699,15824,15875
2021,Schoolcraft County,Michigan,8004,4042,3962,102.0,330,385,423,351,354,654,783,1015,668,877,1351,594,219,52.0,1391,6802,6613,6464,2663,2164,6613,3291,3322,99.1,2164,1080,1084,99.6,8004,7404,600,7404,6811,32,526,0,448,0,3,33,2,26,153,23,2,0,0,6,0,0,0,0,0,0,2,600,18,433,7,0,8004,7409,50,962,40,6,138,8004,107,77,3,0,27,7897,6790,32,526,33,0,2,514,56,458,6009,6598,3281,3317
2021,Shiawassee County,Michigan,68203,33888,34315,98.8,3538,3998,4016,4426,3966,7907,8019,9265,5186,5383,7626,3457,1416,43.1,14407,55858,53796,51492,15802,12499,53796,26478,27318,96.9,12499,5722,6777,84.4,68203,66378,1825,66378,65133,562,190,18,74,0,0,171,1,26,155,62,27,16,16,0,49,25,25,0,0,0,297,1825,332,622,310,0,68203,66941,902,832,509,46,817,68203,2022,1532,105,89,296,66181,63812,562,131,171,0,107,1398,181,1217,30224,53485,26398,27087
2021,Tuscola County,Michigan,53288,27064,26224,103.2,2604,2972,3245,3189,2804,5906,6022,7043,4161,4445,6382,3223,1292,44.8,10931,43736,42357,40587,13380,10897,42357,21202,21155,100.2,10897,5106,5791,88.2,53288,51682,1606,51682,50465,597,180,23,107,0,0,213,12,26,157,70,58,18,36,8,11,2,2,0,0,0,225,1606,257,512,45,17,53288,52008,900,732,270,45,956,53288,1946,1737,19,74,116,51342,49149,584,135,209,0,66,1199,384,815,23994,42186,21136,21050
2021,Van Buren County,Michigan,75550,37643,37907,99.3,4548,4928,5126,4717,4192,8425,8995,9501,5481,5928,8633,3640,1436,40.7,17724,59891,57826,55298,17306,13709,57826,28597,29229,97.8,13709,6519,7190,90.7,75550,70860,4690,70860,63735,2659,480,14,12,0,0,608,206,26,159,90,113,37,62,39,61,12,0,8,4,0,3366,4690,844,1014,223,73,75550,68218,3851,1742,861,32,5803,75550,8922,8009,197,124,592,66628,60520,2635,217,534,8,117,2597,517,2080,36944,55576,27403,28173
2021,Washtenaw County,Michigan,372428,185318,187110,99.0,17887,18387,20666,33427,47330,52941,43420,42961,21478,21303,32537,14460,5631,34.1,69614,311251,302814,271813,64864,52628,302814,149652,153162,97.7,52628,23810,28818,82.6,372428,351266,21162,351266,268216,43473,1019,32,242,41,0,33950,8973,26,161,13192,1316,1627,3945,952,3945,114,25,56,0,33,4494,21162,6515,1992,4889,543,372428,288094,52064,4680,39784,438,10181,372428,18578,10434,1698,785,5661,353850,257733,42845,778,33822,114,1377,17181,2544,14637,155927,281367,138585,142782
2021,Wayne County,Michigan,1789781,866550,923231,93.9,116096,114195,123016,115042,111292,253967,212026,230157,120191,117761,166943,75011,34084,37.8,426746,1411778,1363035,1298965,344251,276038,1363035,648471,714564,90.8,276038,118608,157430,75.3,1789781,1712649,77132,1712649,925806,676504,6034,362,1039,20,9,61485,25866,26,163,6775,4448,1658,2688,2484,17566,351,47,55,86,163,42469,77132,22563,8021,12245,3637,1789781,995131,711449,22143,76988,1777,67303,1789781,111186,78720,13511,2277,16678,1678595,878233,672458,4201,61002,307,6747,55647,5223,50424,793207,1300664,617496,683168
2021,Wexford County,Michigan,33552,16848,16704,100.9,2012,2287,2198,2021,1741,3858,3882,4134,2281,2721,3888,1718,811,41.7,7836,26461,25716,24765,7982,6417,25716,12879,12837,100.3,6417,3097,3320,93.3,33552,32196,1356,32196,31507,295,122,0,16,4,0,150,0,26,165,0,31,45,36,19,19,20,6,0,11,3,102,1356,187,357,191,7,33552,32846,553,497,357,39,689,33552,728,427,126,12,163,32824,31129,250,115,116,20,8,1186,481,705,16467,25577,12826,12751
2021,Aitkin County,Minnesota,15747,7966,7781,102.4,571,743,795,820,595,1149,1338,1658,1394,1513,3008,1552,611,55.8,2634,13425,13113,12724,6128,5171,13113,6625,6488,102.1,5171,2622,2549,102.9,15747,15240,507,15240,14728,53,315,0,234,2,14,23,3,27,1,0,2,3,10,0,5,4,3,0,1,0,117,507,122,164,57,0,15747,15225,184,521,112,12,251,15747,224,130,44,2,48,15523,14654,47,296,23,4,85,414,29,385,14235,13076,6612,6464
2021,Anoka County,Minnesota,360773,181426,179347,101.2,22182,22470,26538,23276,19852,46863,49323,48603,27116,23672,31907,14122,4849,38.7,86641,284684,274132,262670,64707,50878,274132,137243,136889,100.3,50878,23420,27458,85.3,360773,344799,15974,344799,291534,26686,1996,0,1137,0,155,17597,2306,27,3,1473,714,193,1004,2534,9373,79,43,0,26,10,6907,15974,4346,2666,3640,235,360773,306598,32194,5715,21898,374,11162,360773,17809,10224,755,301,6529,342964,284697,26473,1780,17491,79,484,11960,1059,10901,136794,264079,132486,131593
2021,Becker County,Minnesota,34995,17507,17488,100.1,2113,2589,2276,2310,1747,3630,3977,3829,2505,2750,4390,2048,831,42.3,8542,27546,26453,25346,8979,7269,26453,13261,13192,100.5,7269,3528,3741,94.3,34995,33074,1921,33074,30293,199,2102,3,1731,4,56,243,12,27,5,24,35,4,24,84,60,5,3,0,2,0,232,1921,171,1317,51,10,34995,32172,413,3555,344,50,541,34995,803,524,73,12,194,34192,29921,199,2032,243,5,101,1691,98,1593,19533,26265,13171,13094
2021,Beltrami County,Minnesota,46033,23023,23010,100.1,3078,3511,3316,3475,4322,5658,5117,4544,2798,2866,4515,1994,839,34.3,11715,35421,34318,31319,9181,7348,34318,16955,17363,97.7,7348,3444,3904,88.2,46033,42841,3192,42841,32952,541,8807,0,7446,129,165,337,7,27,7,99,31,19,26,25,130,63,0,20,0,43,141,3192,284,1875,210,205,46033,35898,1086,11002,586,85,661,46033,1164,776,110,40,238,44869,32604,402,8567,337,63,137,2759,171,2588,21277,33970,16799,17171
2021,Benton County,Minnesota,41087,20665,20422,101.2,2634,3149,3055,2553,2608,5966,5761,4804,2382,2583,3179,1514,899,36.0,10554,31614,30533,29300,6993,5592,30533,15283,15250,100.2,5592,2503,3089,81.0,41087,39639,1448,39639,36554,1919,167,1,43,1,3,431,64,27,9,25,17,0,25,121,179,3,0,3,0,0,565,1448,353,301,162,52,41087,37920,2503,769,722,28,854,41087,1193,825,117,26,225,39894,36163,1919,59,422,3,18,1310,150,1160,17196,29661,14842,14819
2021,Big Stone County,Minnesota,5155,2589,2566,100.9,313,316,305,235,249,527,495,535,369,485,665,412,249,47.7,1113,4131,4042,3967,1577,1326,4042,2006,2036,98.5,1326,610,716,85.2,5155,5078,77,5078,4991,6,16,0,10,0,0,50,12,27,11,0,24,6,8,0,0,0,0,0,0,0,15,77,14,48,0,0,5155,5066,23,64,55,0,27,5155,116,85,9,17,5,5039,4908,6,16,41,0,2,66,7,59,3002,3994,1986,2008
2021,Blue Earth County,Minnesota,68575,34598,33977,101.8,3639,4089,3737,6259,10513,9170,7864,6457,3535,3745,5516,2916,1135,31.4,13716,56365,54859,48308,11750,9567,54859,27333,27526,99.3,9567,4340,5227,83.0,68575,66330,2245,66330,60882,3148,59,0,29,0,0,1602,102,27,13,205,143,49,189,314,600,20,4,0,0,16,619,2245,514,351,473,0,68575,63016,3756,453,2195,102,1379,68575,2767,2132,76,3,556,65808,59504,3123,59,1601,20,31,1470,86,1384,28950,52852,26053,26799
2021,Brown County,Minnesota,25894,12958,12936,100.2,1400,1650,1647,1824,1679,2707,2910,2806,1847,2009,2878,1637,900,41.7,5696,20944,20198,19067,6595,5415,20198,9963,10235,97.3,5415,2501,2914,85.8,25894,25475,419,25475,24585,194,78,0,43,0,6,138,4,27,15,32,25,0,18,3,56,0,0,0,0,0,480,419,17,40,25,7,25894,24932,295,125,269,105,695,25894,1211,879,171,3,158,24683,24050,188,49,138,0,13,245,49,196,11743,19976,9846,10130
2021,Carlton County,Minnesota,36145,19115,17030,112.2,1857,2217,2485,2242,1910,4203,4905,4797,2650,2663,3656,1694,866,41.3,8028,29037,28117,26967,7678,6216,28117,14994,13123,114.3,6216,2929,3287,89.1,36145,34655,1490,34655,32063,761,1569,2,1225,0,88,201,43,27,17,15,53,0,58,10,22,0,0,0,0,0,61,1490,44,921,136,39,36145,33501,885,2598,350,27,334,36145,665,374,74,3,214,35480,31718,760,1539,199,0,33,1231,53,1178,15627,27765,14702,13063
2021,Carver County,Minnesota,105694,52845,52849,100.0,6615,8423,7838,7881,5730,11186,15620,15024,8082,6183,8106,3532,1474,38.2,28015,81009,77679,73494,16505,13112,77679,38494,39185,98.2,13112,6053,7059,85.7,105694,101228,4466,101228,94759,1731,210,0,55,14,54,3325,1173,27,19,406,223,67,158,373,925,11,0,11,0,0,1192,4466,1169,403,907,6,105694,99091,3061,737,4387,101,2965,105694,4597,2699,280,89,1529,101097,92512,1717,162,3324,8,287,3087,502,2585,39815,75415,37323,38092
2021,Cass County,Minnesota,29917,15421,14496,106.4,1557,1751,1956,1586,1193,2805,2913,3329,2419,2688,4738,2404,578,48.8,6336,24278,23581,22843,9311,7720,23581,12028,11553,104.1,7720,3934,3786,103.9,29917,27923,1994,27923,24445,118,2986,2,2381,0,63,178,3,27,21,32,53,8,28,6,48,1,0,0,0,1,195,1994,174,883,94,91,29917,26322,439,4040,313,23,850,29917,729,524,84,17,104,29188,24105,118,2895,170,1,122,1777,522,1255,24069,23478,11999,11479
2021,Chippewa County,Minnesota,12509,6318,6191,102.1,796,757,898,684,767,1540,1395,1315,931,802,1449,703,472,41.6,2952,9978,9557,9318,3104,2624,9557,4816,4741,101.6,2624,1227,1397,87.8,12509,12331,178,12331,10980,145,216,75,83,0,58,144,0,27,23,0,10,0,19,5,110,178,0,0,0,178,668,178,17,18,25,0,12509,11149,171,234,178,178,777,12509,991,555,9,2,425,11518,10748,140,197,144,178,42,69,0,69,5645,9063,4537,4526
2021,Chisago County,Minnesota,56328,29338,26990,108.7,3131,3017,4350,3576,3042,6693,7470,7893,4448,3997,5363,2276,1072,40.9,12882,45251,43446,41700,10832,8711,43446,22577,20869,108.2,8711,4216,4495,93.8,56328,54781,1547,54781,52794,671,310,0,191,0,3,767,18,27,25,216,80,2,49,7,395,28,18,8,0,2,211,1547,357,338,206,0,56328,54330,1136,770,1025,85,749,56328,1363,964,86,12,301,54965,51861,671,301,767,28,104,1233,277,956,22170,42997,22362,20635
2021,Clay County,Minnesota,64975,32404,32571,99.5,4599,4588,4500,5550,6131,8933,8640,6627,3901,3069,4714,2347,1376,32.9,16190,50330,48785,43624,10282,8437,48785,23876,24909,95.9,8437,3841,4596,83.6,64975,63159,1816,63159,57533,3134,961,0,391,73,258,1055,65,27,27,49,218,76,42,219,386,144,120,0,4,20,332,1816,318,455,312,2,64975,59298,3490,1435,1390,187,1008,64975,3110,2322,286,39,463,61865,55697,2912,885,1036,144,50,1141,89,1052,26711,47614,23146,24468
2021,Clearwater County,Minnesota,8525,4301,4224,101.8,533,570,695,525,407,863,1016,928,602,660,972,491,263,41.6,2160,6602,6365,6127,2123,1726,6365,3234,3131,103.3,1726,842,884,95.2,8525,7917,608,7917,7189,12,623,0,523,0,51,58,19,27,29,4,10,13,7,0,5,0,0,0,0,0,35,608,21,468,24,15,8525,7782,50,1111,87,2,110,8525,205,192,0,2,11,8320,7118,12,588,58,0,14,530,23,507,4471,6332,3226,3106
2021,Cook County,Minnesota,5574,2830,2744,103.1,261,215,271,184,249,609,568,635,540,456,1038,380,168,52.4,882,4804,4692,4636,1854,1586,4692,2346,2346,100.0,1586,796,790,100.8,5574,5364,210,5364,4768,2,441,0,320,0,49,42,0,27,31,8,10,0,0,0,24,3,0,0,0,3,108,210,0,153,36,0,5574,4972,2,611,91,14,109,5574,139,80,20,16,23,5435,4729,2,435,42,3,15,209,0,209,5922,4600,2318,2282
2021,Cottonwood County,Minnesota,11484,5759,5725,100.6,754,842,721,783,570,1246,1228,1208,760,829,1325,752,466,41.7,2864,8951,8620,8253,3069,2543,8620,4292,4328,99.2,2543,1185,1358,87.3,11484,11133,351,11133,9976,167,44,0,0,0,2,407,8,27,33,0,11,0,0,104,284,66,0,0,0,66,473,351,11,79,25,0,11484,10313,186,131,446,71,696,11484,1001,762,2,22,215,10483,9684,167,17,387,66,7,155,29,126,5166,8126,3987,4139
2021,Crow Wing County,Minnesota,65879,32994,32885,100.3,3550,4230,3926,3786,3140,7062,7470,7614,4654,5588,8759,4320,1780,44.6,14218,53395,51661,49735,18269,14859,51661,25782,25879,99.6,14859,7151,7708,92.8,65879,64269,1610,64269,62661,454,481,20,340,0,11,282,11,27,35,33,108,20,40,46,24,0,0,0,0,0,391,1610,441,362,243,0,65879,64245,941,952,571,14,882,65879,1020,810,21,0,189,64859,62080,448,477,282,0,231,1341,231,1110,41416,51395,25602,25793
2021,Dakota County,Minnesota,435863,216277,219586,98.5,27560,29891,30699,28048,24350,56249,59968,57281,31670,27841,38250,17348,6708,38.1,106748,340926,329115,315713,77211,62306,329115,161353,167762,96.2,62306,27868,34438,80.9,435863,412191,23672,412191,346508,29461,1084,20,536,5,105,22178,5720,27,37,1944,2488,457,1785,2812,6972,194,127,67,0,0,12766,23672,7368,2793,3715,272,435863,368735,39903,5286,27266,888,20068,435863,32737,21812,2653,726,7546,403126,332948,28915,835,21994,127,1405,16902,1526,15376,171799,313276,153447,159829
2021,Dodge County,Minnesota,20798,10539,10259,102.7,1277,1374,1702,1527,1161,2458,2797,2696,1378,1379,1773,908,368,38.4,5360,16125,15438,14718,3840,3049,15438,7748,7690,100.8,3049,1441,1608,89.6,20798,20231,567,20231,19214,91,47,0,20,0,12,134,30,27,39,3,20,0,17,0,64,6,6,0,0,0,739,567,159,98,128,0,20798,19780,253,148,285,30,894,20798,1046,839,10,23,174,19752,18896,90,44,134,6,117,465,71,394,8254,15057,7556,7501
2021,Douglas County,Minnesota,38742,19507,19235,101.4,2232,2384,2484,2091,1850,4414,4445,4292,2732,3060,4892,2656,1210,43.7,8463,31068,30279,29084,10634,8758,30279,15231,15048,101.2,8758,4192,4566,91.8,38742,38043,699,38043,37398,105,64,0,23,0,25,176,0,27,41,14,6,0,36,109,11,103,0,0,103,0,197,699,196,194,115,0,38742,38088,308,295,322,105,357,38742,728,640,20,3,65,38014,36938,104,62,170,103,20,617,87,530,21640,30186,15212,14974
2021,Faribault County,Minnesota,13933,7041,6892,102.2,734,934,867,864,669,1347,1605,1583,989,1191,1678,972,500,44.6,3108,11188,10825,10405,3855,3150,10825,5414,5411,100.1,3150,1451,1699,85.4,13933,13323,610,13323,12952,78,30,0,19,0,1,50,0,27,43,0,18,0,5,1,26,0,0,0,0,0,213,610,88,90,33,11,13933,13551,186,136,87,4,592,13933,1047,930,42,11,64,12886,12475,78,25,50,0,27,231,32,199,6924,10661,5326,5335
2021,Fillmore County,Minnesota,21179,10760,10419,103.3,1313,1589,1492,1299,995,2130,2490,2377,1492,1603,2427,1155,817,41.6,5256,16541,15923,15239,5430,4399,15923,7983,7940,100.5,4399,2054,2345,87.6,21179,20778,401,20778,20384,107,11,0,8,0,0,115,8,27,45,61,38,0,8,0,0,0,0,0,0,0,161,401,82,72,47,0,21179,20785,208,103,170,4,338,21179,383,276,1,2,104,20796,20160,107,11,115,0,62,341,116,225,9614,15761,7880,7881
2021,Freeborn County,Minnesota,30882,15439,15443,100.0,1662,1980,2021,1734,1495,3494,3377,3623,2319,2409,3642,2060,1066,43.7,6850,24719,24032,23106,8299,6768,24032,11932,12100,98.6,6768,3140,3628,86.5,30882,29392,1490,29392,27070,341,169,0,38,0,1,921,50,27,47,6,3,16,19,76,751,8,0,8,0,0,883,1490,234,206,86,18,30882,28448,657,461,1090,69,1737,30882,3216,2617,44,134,421,27666,25816,312,44,917,8,7,562,29,533,14139,23044,11451,11593
2021,Goodhue County,Minnesota,47503,23754,23749,100.0,2674,2941,3117,2812,2371,5387,5865,5661,3875,3505,5309,2511,1475,42.1,10621,38181,36882,35550,11321,9295,36882,18258,18624,98.0,9295,4283,5012,85.5,47503,45952,1551,45952,43715,634,456,4,18,0,352,355,23,27,49,15,22,17,146,27,105,14,0,0,14,0,778,1551,312,373,124,13,47503,45134,1058,1008,498,21,1432,47503,1703,1124,4,57,518,45800,43200,616,398,349,0,98,1139,236,903,20796,36260,17930,18330
2021,Grant County,Minnesota,6045,3083,2962,104.1,334,403,427,311,268,621,700,651,490,428,757,453,202,44.4,1381,4801,4664,4489,1699,1412,4664,2382,2282,104.4,1412,700,712,98.3,6045,5889,156,5889,5765,43,25,0,17,0,5,3,0,27,51,0,0,0,3,0,0,1,0,1,0,0,52,156,47,34,22,0,6045,5920,97,67,25,3,96,6045,139,64,14,2,59,5906,5702,43,25,3,0,6,127,17,110,3182,4628,2357,2271
2021,Hennepin County,Minnesota,1270283,631508,638775,98.9,79397,78865,76775,74269,77346,210740,178684,153428,83769,77127,109194,47584,23105,36.9,280161,1019904,990122,946941,225089,179883,990122,488871,501251,97.5,179883,80049,99834,80.2,1270283,1198367,71916,1198367,888027,168506,8279,67,3810,9,675,91840,24909,27,53,13662,2831,1407,4567,8063,36401,348,138,13,86,111,41367,71916,20946,8250,13226,2027,1270283,953286,197417,22494,109299,2168,62998,1270283,89311,52920,4774,1884,29733,1180972,856484,166778,6400,91231,308,6758,53013,5803,47210,550254,920516,453106,467410
2021,Houston County,Minnesota,18806,9458,9348,101.2,1073,1322,1085,1084,845,1832,2180,2234,1492,1620,2335,1064,640,44.8,4210,15097,14596,14102,4932,4039,14596,7307,7289,100.2,4039,1909,2130,89.6,18806,18286,520,18286,17849,196,33,0,1,0,23,145,8,27,55,114,20,0,0,3,0,0,0,0,0,0,63,520,75,75,40,0,18806,18354,296,118,204,10,374,18806,255,68,42,0,145,18551,17743,195,33,145,0,0,435,226,209,8710,14554,7300,7254
2021,Hubbard County,Minnesota,21219,10829,10390,104.2,1145,1297,1356,1098,884,1915,2233,2421,1822,1720,3232,1529,567,48.2,4537,17221,16682,16081,6336,5328,16682,8527,8155,104.6,5328,2666,2662,100.2,21219,20618,601,20618,19627,168,498,3,354,0,0,78,8,27,57,15,4,0,13,3,35,0,0,0,0,0,247,601,89,244,60,0,21219,20162,265,783,191,34,410,21219,525,212,20,26,267,20694,19488,143,473,75,0,11,504,99,405,14684,16557,8456,8101
