year,county,state,sex_and_age_total_population,sex_and_age_total_population_male,sex_and_age_total_population_female,sex_and_age_total_population_sex_ratio_males_per_1,sex_and_age_total_population_under_5_years,sex_and_age_total_population_5_to_9_years,sex_and_age_total_population_10_to_14_years,sex_and_age_total_population_15_to_19_years,sex_and_age_total_population_20_to_24_years,sex_and_age_total_population_25_to_34_years,sex_and_age_total_population_35_to_44_years,sex_and_age_total_population_45_to_54_years,sex_and_age_total_population_55_to_59_years,sex_and_age_total_population_60_to_64_years,sex_and_age_total_population_65_to_74_years,sex_and_age_total_population_75_to_84_years,sex_and_age_total_population_85_years_and_over,sex_and_age_total_population_median_age_years,sex_and_age_total_population_under_18_years,sex_and_age_total_population_16_years_and_over,sex_and_age_total_population_18_years_and_over,sex_and_age_total_population_21_years_and_over,sex_and_age_total_population_62_years_and_over,sex_and_age_total_population_65_years_and_over,sex_and_age_total_population_18_years_and_over.1,sex_and_age_total_population_18_years_and_over_mal,sex_and_age_total_population_18_years_and_over_fem,sex_and_age_total_population_18_years_and_over_sex,sex_and_age_total_population_65_years_and_over.1,sex_and_age_total_population_65_years_and_over_mal,sex_and_age_total_population_65_years_and_over_fem,sex_and_age_total_population_65_years_and_over_sex,race_total_population,race_total_population_one_race,race_total_population_two_or_more_races,race_total_population_one_race.1,race_total_population_one_race_white,race_total_population_one_race_black_or_african_am,race_total_population_one_race_american_indian_and,race_total_population_one_race_american_indian_and.1,race_total_population_one_race_american_indian_and.2,race_total_population_one_race_american_indian_and.3,race_total_population_one_race_american_indian_and.4,race_total_population_one_race_american_indian_and.5,race_total_population_one_race_american_indian_and.6,state_fips,county_fips,race_total_population_one_race_american_indian_and.7,race_total_population_one_race_asian,race_total_population_one_race_asian_asian_indian,race_total_population_one_race_asian_chinese,race_total_population_one_race_asian_filipino,race_total_population_one_race_asian_japanese,race_total_population_one_race_asian_korean,race_total_population_one_race_asian_vietnamese,race_total_population_one_race_asian_other_asian,race_total_population_one_race_native_hawaiian_and,race_total_population_one_race_native_hawaiian_and.1,race_total_population_one_race_native_hawaiian_and.2,race_total_population_one_race_native_hawaiian_and.3,race_total_population_one_race_native_hawaiian_and.4,race_total_population_one_race_some_other_race,race_total_population_two_or_more_races.1,race_total_population_two_or_more_races_white_and_,race_total_population_two_or_more_races_white_and_.1,race_total_population_two_or_more_races_white_and_.2,race_total_population_two_or_more_races_white_and_.3,race_total_population_two_or_more_races_black_or_a,race_total_population_two_or_more_races_black_or_a.1,race_alone_or_in_combination_with_one_or_more_othe,race_alone_or_in_combination_with_one_or_more_othe.1,race_alone_or_in_combination_with_one_or_more_othe.2,race_alone_or_in_combination_with_one_or_more_othe.3,race_alone_or_in_combination_with_one_or_more_othe.4,race_alone_or_in_combination_with_one_or_more_othe.5,race_alone_or_in_combination_with_one_or_more_othe.6,hispanic_or_latino_and_race_total_population,hispanic_or_latino_and_race_total_population_hispa,hispanic_or_latino_and_race_total_population_hispa.1,hispanic_or_latino_and_race_total_population_hispa.2,hispanic_or_latino_and_race_total_population_hispa.3,hispanic_or_latino_and_race_total_population_hispa.4,hispanic_or_latino_and_race_total_population_not_h,hispanic_or_latino_and_race_total_population_not_h.1,hispanic_or_latino_and_race_total_population_not_h.2,hispanic_or_latino_and_race_total_population_not_h.3,hispanic_or_latino_and_race_total_population_not_h.4,hispanic_or_latino_and_race_total_population_not_h.5,hispanic_or_latino_and_race_total_population_not_h.6,hispanic_or_latino_and_race_total_population_not_h.7,hispanic_or_latino_and_race_total_population_not_h.8,hispanic_or_latino_and_race_total_population_not_h.9,total_housing_units,citizen_voting_age_population_citizen_18_and_over_,citizen_voting_age_population_citizen_18_and_over_.1,citizen_voting_age_population_citizen_18_and_over_.2
2023,Marion County,Alabama,29190,14414,14776,97.6,1539,1570,1795,1874,1659,3337,3167,3927,2515,1650,3406,2083,668,43.8,6175,23867,23015,22220,7137,6157,23015,11205,11810,94.9,6157,2755,3402,81.0,29190,28286,904,28286,26682,1043,223,0,4,0,0,0,0,1,93,219,91,11,0,19,0,61,0,0,12,0,12,0,0,235,904,251,228,34,334,0,0,29190,27586,1303,508,125,12,617,29190,879,725,14,88,52,28311,26358,1043,35,91,12,22,750,228,522,14156,22895,11147,11748
2023,Marshall County,Alabama,98712,49059,49653,98.8,7177,6218,7682,6926,5616,11911,11715,12004,6385,6322,10007,5220,1529,38.6,25531,75978,73181,69744,20494,16756,73181,35913,37268,96.4,16756,7408,9348,79.2,98712,91836,6876,91836,81021,2579,1380,515,2,642,0,1,0,1,95,220,634,87,208,87,12,52,121,67,74,2,1,8,63,6148,6876,759,1166,164,4277,74,25,98712,87736,3592,2956,953,89,10771,98712,16360,9112,620,283,6345,82352,76318,2480,118,628,73,186,2549,430,2119,41531,68661,33431,35230
2023,Mobile County,Alabama,413162,197771,215391,91.8,26371,25930,27826,26467,26320,56921,51100,48353,25748,28018,42672,20809,6627,38.4,96676,327288,316486,300925,87918,70108,316486,148577,167909,88.5,70108,30681,39427,77.8,413162,396304,16858,396304,231919,148900,1617,102,0,132,0,23,0,1,97,1360,8603,674,1262,1104,97,340,3401,1725,160,0,90,42,28,5105,16858,3759,3765,1521,4937,385,739,413162,247130,154979,6884,10745,382,11402,413162,13778,5416,1683,845,5834,399384,228398,148205,1364,8501,160,1171,11585,1523,10062,185413,310913,145841,165072
2023,Monroe County,Alabama,19580,9455,10125,93.4,678,1233,1435,1441,1287,1728,2277,2465,1331,1562,2453,1470,220,43.9,4154,15983,15426,14495,5060,4143,15426,7160,8266,86.6,4143,1823,2320,78.6,19580,19101,479,19101,10513,8260,198,0,0,0,0,0,0,1,99,198,65,0,14,26,0,25,0,0,46,32,4,0,10,19,479,223,178,63,7,3,5,19580,10984,8491,379,128,46,31,19580,29,19,0,0,10,19551,10503,8260,198,65,46,0,479,12,467,10193,15400,7140,8260
2023,Montgomery County,Alabama,227197,106958,120239,89.0,15396,15388,14923,15169,15723,31515,28583,26523,14511,13504,22024,9792,4146,36.9,54708,178713,172489,163275,43905,35962,172489,79191,93298,84.9,35962,15014,20948,71.7,227197,217027,10170,217027,72196,133683,374,6,0,55,0,1,0,1,101,312,7411,1207,884,257,212,3577,357,917,15,3,12,0,0,3348,10170,3393,667,756,3795,315,452,227197,81165,138279,1709,8594,212,7977,227197,10796,5790,843,312,3851,216401,69425,133110,183,7411,15,282,5975,675,5300,105799,165956,75490,90466
2023,Morgan County,Alabama,123742,61066,62676,97.4,7548,7873,8290,7746,7192,14786,15617,15583,8328,8656,13083,6622,2418,40.3,28884,98199,94858,90414,27261,22123,94858,46300,48558,95.3,22123,9778,12345,79.2,123742,115825,7917,115825,93264,16262,866,128,99,160,0,0,0,1,103,479,658,0,55,107,16,134,119,227,42,21,21,0,0,4733,7917,960,2052,281,3444,201,249,123742,100470,17918,3411,1187,266,8813,123742,12626,8450,637,325,3214,111116,90086,15484,197,642,21,511,4175,681,3494,53569,90477,43585,46892
2023,Perry County,Alabama,8231,3772,4459,84.6,522,391,551,1066,490,514,839,1047,633,447,870,620,241,42.5,1753,6685,6478,5545,2032,1731,6478,2821,3657,77.1,1731,714,1017,70.2,8231,8167,64,8167,2306,5843,0,0,0,0,0,0,0,1,105,0,6,0,0,0,6,0,0,0,0,0,0,0,0,12,64,4,52,0,0,3,5,8231,2362,5855,55,6,0,17,8231,18,6,0,0,12,8213,2306,5843,0,0,0,0,64,5,59,3961,6439,2795,3644
2023,Pickens County,Alabama,18843,9111,9732,93.6,944,1003,1060,1100,1124,2336,2573,2259,1135,1634,2157,1086,432,42.5,3639,15645,15204,14540,4781,3675,15204,7197,8007,89.9,3675,1659,2016,82.3,18843,18547,296,18547,10967,7400,48,0,0,0,0,0,0,1,107,48,10,0,0,0,0,0,0,10,0,0,0,0,0,122,296,166,35,0,21,30,5,18843,11210,7636,152,32,18,166,18843,1088,443,13,20,612,17755,10020,7377,46,10,0,22,280,10,270,8726,14570,7111,7459
2023,Pike County,Alabama,32953,15718,17235,91.2,1648,1816,1751,3444,4942,4022,3285,3361,1624,1970,2949,1562,579,31.7,6297,27417,26656,23015,6284,5090,26656,12480,14176,88.0,5090,2244,2846,78.8,32953,31843,1110,31843,18472,12320,110,0,0,18,0,2,0,1,109,90,677,328,166,35,3,93,52,0,28,0,19,0,9,236,1110,374,288,37,266,5,5,32953,19560,12813,489,791,28,538,32953,889,576,65,49,199,32064,18014,12275,92,672,28,79,904,112,792,16124,25953,12211,13742
2023,Randolph County,Alabama,22310,10934,11376,96.1,1123,1303,1441,1436,1317,2549,2360,2831,1491,1833,2774,1463,389,44.0,4674,17999,17636,16498,5764,4626,17636,8524,9112,93.5,4626,2116,2510,84.3,22310,20880,1430,20880,16861,3677,32,10,0,0,0,0,0,1,111,22,60,0,0,0,6,0,0,54,0,0,0,0,0,250,1430,255,648,80,354,0,17,22310,18234,3955,753,143,3,690,22310,635,498,40,3,94,21675,16579,3677,22,60,0,133,1204,214,990,12461,17492,8408,9084
2023,Russell County,Alabama,58858,28041,30817,91.0,3945,4145,4020,3365,3364,8508,7564,7220,4002,3777,5580,2625,743,37.2,14306,45948,44552,42695,11262,8948,44552,20852,23700,88.0,8948,3819,5129,74.5,58858,55844,3014,55844,27421,26800,93,0,0,0,0,0,0,1,113,93,351,3,132,112,23,53,0,28,51,0,46,0,5,1128,3014,758,409,353,674,109,344,58858,29811,28312,717,963,140,2206,58858,3382,805,1128,301,1148,55476,25901,26551,65,351,51,462,2095,212,1883,27531,44048,20791,23257
2023,St. Clair County,Alabama,92903,45942,46961,97.8,5099,5490,6407,5798,4753,11861,12321,12307,6497,6085,9884,5317,1084,41.0,20815,74730,72088,69075,20038,16285,72088,35115,36973,95.0,16285,7088,9197,77.1,92903,89349,3554,89349,78348,9161,280,0,2,0,0,0,0,1,115,278,432,0,29,243,8,100,0,52,122,0,33,89,0,1006,3554,844,519,460,1100,0,25,92903,81621,10064,815,959,696,2393,92903,2670,1432,534,255,449,90233,77684,8942,249,432,122,259,2545,349,2196,38667,71402,34628,36774
2023,Shelby County,Alabama,226955,110544,116411,95.0,12151,13977,16101,15580,13338,27489,30896,31340,15172,13722,22762,11189,3238,40.0,52225,181376,174730,166542,45860,37189,174730,84053,90677,92.7,37189,16623,20566,80.8,226955,215611,11344,215611,173713,29906,565,0,0,26,0,0,0,1,117,539,4686,1147,1229,395,78,279,1023,535,25,0,0,0,25,6716,11344,2500,980,1287,4604,201,448,226955,183668,33487,2194,6534,553,12561,226955,16709,9645,1406,920,4738,210246,167841,29721,368,4633,25,1116,6542,1418,5124,90805,168595,80693,87902
2023,Sumter County,Alabama,12020,5357,6663,80.4,661,572,746,1554,1366,1126,1163,1005,788,727,1377,736,199,34.9,2311,9923,9709,7987,2789,2312,9709,4172,5537,75.3,2312,986,1326,74.4,12020,11739,281,11739,3109,8557,14,0,0,0,0,0,0,1,119,14,51,0,34,3,8,0,0,6,0,0,0,0,0,8,281,31,80,26,72,32,40,12020,3318,8660,126,77,0,120,12020,100,27,9,14,50,11920,3051,8548,14,43,0,0,264,95,169,6329,9655,4137,5518
2023,Talladega County,Alabama,81170,39466,41704,94.6,4346,4796,4619,4897,4618,10634,9894,10538,4768,6703,9434,4799,1124,42.2,16883,66061,64287,61448,19295,15357,64287,31068,33219,93.5,15357,6948,8409,82.6,81170,78260,2910,78260,50918,25750,77,0,10,0,0,0,0,1,121,67,334,14,0,34,14,79,86,107,49,0,28,20,1,1132,2910,1414,539,314,379,91,24,81170,53652,27400,764,727,76,1549,81170,1879,1083,34,28,734,79291,50450,25670,77,334,21,28,2711,230,2481,38285,63367,30423,32944
2023,Tallapoosa County,Alabama,41070,19970,21100,94.6,2140,2619,2206,2303,2045,4791,4266,5100,3455,2803,5613,2953,776,45.4,8383,33752,32687,31252,11141,9342,32687,15702,16985,92.4,9342,4391,4951,88.7,41070,38583,2487,38583,28233,9607,117,0,0,0,0,0,0,1,123,117,201,0,44,19,0,138,0,0,0,0,0,0,0,425,2487,269,1025,69,599,9,326,41070,30318,10369,1324,270,7,1452,41070,1137,773,15,14,335,39933,27992,9582,117,201,0,107,1934,397,1537,22967,32262,15479,16783
2023,Tuscaloosa County,Alabama,234036,113056,120980,93.5,12970,13400,14031,23290,27068,32270,28229,25433,11524,13652,20315,8931,2923,33.0,48419,190799,185617,162985,39904,32169,185617,88344,97273,90.8,32169,13992,18177,77.0,234036,224954,9082,224954,142461,74775,508,67,0,121,0,0,0,1,125,320,3851,863,1323,129,175,249,569,543,45,0,45,0,0,3314,9082,1425,1045,838,4077,131,313,234036,150767,77377,2117,5030,172,8642,234036,12593,6695,1272,826,3800,221443,138682,74490,124,3661,45,265,4176,704,3472,102935,180077,85091,94986
2023,Walker County,Alabama,64886,31859,33027,96.5,3705,3897,4458,3965,3974,7740,7296,8043,4530,4582,7545,3894,1257,41.3,14717,51973,50169,47800,15339,12696,50169,24164,26005,92.9,12696,5537,7159,77.3,64886,62608,2278,62608,57003,3958,86,0,0,0,0,0,0,1,127,86,280,15,144,44,7,10,34,26,0,0,0,0,0,1281,2278,523,502,69,1033,0,13,64886,59268,4555,656,350,76,2339,64886,2253,1358,68,90,737,62633,56448,3952,86,280,0,187,1680,448,1232,30230,49716,23862,25854
2023,Washington County,Alabama,15270,7600,7670,99.1,842,955,717,839,1179,1421,1789,1924,1291,1191,1859,1029,234,44.1,3160,12560,12110,11770,3597,3122,12110,5919,6191,95.6,3122,1439,1683,85.5,15270,14723,547,14723,10220,3463,983,0,0,87,0,238,0,1,129,658,43,0,43,0,0,0,0,0,0,0,0,0,0,14,547,186,249,18,36,1,0,15270,10733,3660,1280,118,10,50,15270,255,254,1,0,0,15015,10013,3462,983,43,0,14,500,36,464,7774,12061,5916,6145
2023,Wilcox County,Alabama,10347,4953,5394,91.8,634,450,832,906,594,1075,1092,1189,733,628,1315,653,246,42.0,2329,8268,8018,7458,2694,2214,8018,3761,4257,88.3,2214,973,1241,78.4,10347,10177,170,10177,2852,7318,0,0,0,0,0,0,0,1,131,0,7,0,0,7,0,0,0,0,0,0,0,0,0,0,170,78,76,16,0,0,0,10347,3022,7396,76,23,0,0,10347,11,0,10,0,1,10336,2841,7318,0,7,0,0,170,0,170,5314,8014,3757,4257
2023,Winston County,Alabama,23637,11799,11838,99.7,1220,1246,1447,1361,1305,2599,2518,3122,1845,1804,2995,1737,438,45.3,4815,19489,18822,18149,6246,5170,18822,9230,9592,96.2,5170,2362,2808,84.1,23637,22829,808,22829,21927,284,87,0,0,74,0,0,0,1,133,13,62,4,24,18,9,0,0,7,0,0,0,0,0,469,808,56,302,52,291,12,0,23637,22723,409,496,114,0,798,23637,826,338,17,14,457,22811,21752,284,13,62,0,0,700,222,478,13111,18468,9051,9417
2023,Aleutians East Borough,Alaska,3423,2116,1307,161.9,106,86,129,141,354,516,526,632,309,231,250,110,33,41.8,410,3077,3013,2929,449,393,3013,1905,1108,171.9,393,217,176,123.3,3423,3010,413,3010,568,206,1242,0,0,0,0,0,2,2,13,1240,727,0,0,646,0,38,38,5,32,0,0,4,28,235,413,2,206,43,66,5,2,3423,937,224,1498,827,64,334,3423,360,262,17,5,76,3063,528,201,1231,727,32,19,325,48,277,1174,2275,1363,912
2023,Aleutians West Census Area,Alaska,5178,3595,1583,227.1,119,215,165,382,376,964,880,1017,505,225,295,29,6,39.1,683,4562,4495,4249,452,330,4495,3277,1218,269.0,330,231,99,233.3,5178,4556,622,4556,1274,273,481,29,0,0,2,0,0,2,16,450,2117,3,0,1859,12,26,129,88,98,0,5,93,0,313,622,2,91,88,202,7,36,5178,1684,424,589,2394,152,601,5178,715,575,2,78,60,4463,1229,273,399,2107,98,0,357,21,336,1391,3311,2491,820
2023,Anchorage Municipality,Alaska,289069,147620,141449,104.4,18776,20339,18403,17885,21171,48210,41120,33555,16784,16890,23679,9768,2489,34.9,68654,227257,220415,209556,45864,35936,220415,112934,107481,105.1,35936,17123,18813,91.0,289069,251260,37809,251260,168578,15280,21038,110,35,9,731,154,262,2,20,19737,28371,553,1368,14521,792,2724,464,7949,9000,50,1091,6181,1678,8993,37809,4323,12195,5855,5993,1302,451,289069,201920,24549,38686,37664,12095,16554,289069,26953,12225,4114,1526,9088,262116,159262,14649,20248,27950,8841,2255,28911,1749,27162,119717,210722,108374,102348
2023,Bethel Census Area,Alaska,18487,9885,8602,114.9,1957,1887,1619,1538,1305,3044,1991,1639,1101,924,1050,311,121,28.7,6440,12643,12047,11238,1945,1482,12047,6542,5505,118.8,1482,772,710,108.7,18487,17766,721,17766,1617,213,15579,0,4,0,0,0,0,2,50,15575,260,19,0,71,0,170,0,0,38,0,4,34,0,59,721,10,499,9,48,27,0,18487,2214,250,16225,291,133,126,18487,257,155,4,0,98,18230,1617,212,15448,259,38,0,656,3,653,6009,11895,6422,5473
2023,Bristol Bay Borough,Alaska,878,536,342,156.7,64,36,28,22,32,213,89,97,54,122,71,43,7,39.3,146,744,732,727,149,121,732,458,274,167.2,121,71,50,142.0,878,741,137,741,423,5,213,0,0,0,0,0,0,2,60,213,61,8,0,51,2,0,0,0,12,0,12,0,0,27,137,1,79,25,22,0,0,878,556,6,296,96,18,49,878,73,25,37,0,11,805,421,5,204,61,12,15,87,0,87,831,690,416,274
2023,Chugach Census Area,Alaska,6964,3725,3239,115.0,462,393,468,388,392,1079,997,772,498,604,670,174,67,38.4,1528,5531,5436,5182,1288,911,5436,3001,2435,123.2,911,411,500,82.2,6964,6233,731,6233,5053,96,321,0,0,0,0,0,0,2,63,321,419,0,56,306,18,0,28,11,68,7,4,57,0,276,731,6,318,182,133,5,0,6964,5738,152,700,625,92,426,6964,359,337,5,0,17,6605,5012,96,321,412,68,57,639,60,579,3745,5311,2968,2343
2023,Copper River Census Area,Alaska,2626,1330,1296,102.6,180,191,209,131,74,219,280,330,209,226,387,166,24,45.5,685,1997,1941,1885,709,577,1941,1013,928,109.2,577,361,216,167.1,2626,2359,267,2359,1403,3,922,0,0,0,0,0,0,2,66,922,14,3,0,3,0,7,0,1,0,0,0,0,0,17,267,0,184,0,60,2,0,2626,1658,5,1129,14,0,98,2626,102,80,0,22,0,2524,1398,3,922,14,0,0,187,3,184,2597,1922,1013,909
2023,Denali Borough,Alaska,2029,1282,747,171.6,79,49,98,76,64,347,623,206,166,45,213,50,13,44.1,268,1793,1761,1726,300,276,1761,1166,595,196.0,276,181,95,190.5,2029,1842,187,1842,1589,21,57,0,0,0,0,0,0,2,68,57,69,0,18,51,0,0,0,0,0,0,0,0,0,106,187,0,72,96,4,0,2,2029,1774,23,129,178,0,125,2029,131,41,8,0,82,1898,1556,21,57,69,0,27,168,0,168,1306,1697,1133,564
2023,Dillingham Census Area,Alaska,4780,2467,2313,106.7,414,433,405,340,325,737,488,447,294,303,448,110,36,30.9,1475,3442,3305,3146,806,594,3305,1710,1595,107.2,594,298,296,100.7,4780,4284,496,4284,733,30,3438,0,0,0,5,0,14,2,70,3419,81,33,0,34,7,7,0,0,0,0,0,0,0,2,496,0,385,11,35,15,5,4780,1190,65,3876,118,7,46,4780,164,115,15,0,34,4616,684,30,3382,81,0,2,437,0,437,2416,3247,1652,1595
2023,Fairbanks North Star Borough,Alaska,95555,51899,43656,118.9,6778,6735,6085,5652,9098,17015,12799,9776,4923,5009,8024,3024,637,32.4,22878,74701,72677,68651,14682,11685,72677,39751,32926,120.7,11685,6030,5655,106.6,95555,82568,12987,82568,67290,3677,6331,0,0,0,61,16,10,2,90,6244,2779,45,410,863,213,859,0,389,578,0,181,152,245,1913,12987,1872,3864,1781,3184,126,124,95555,79271,6575,11499,5381,1086,5935,95555,7825,4673,1160,70,1922,87730,64461,3494,6060,2768,578,649,9720,1073,8647,42695,70445,38685,31760
2023,Haines Borough,Alaska,2077,1051,1026,102.4,61,133,165,107,30,110,192,355,154,213,354,179,24,52.4,456,1681,1621,1611,662,557,1621,797,824,96.7,557,248,309,80.3,2077,1862,215,1862,1645,5,109,0,0,16,0,0,0,2,100,93,78,0,0,45,0,0,0,33,0,0,0,0,0,25,215,13,40,91,13,0,0,2077,1856,58,207,213,2,50,2077,83,48,0,16,19,1994,1607,5,93,78,0,16,195,5,190,1401,1556,791,765
2023,Hoonah-Angoon Census Area,Alaska,2313,1321,992,133.2,83,85,116,109,160,243,197,305,189,193,419,174,40,51.4,352,2006,1961,1901,768,633,1961,1150,811,141.8,633,389,244,159.4,2313,1836,477,1836,1183,20,593,0,0,0,0,0,0,2,105,593,36,0,0,21,0,0,0,15,4,0,4,0,0,0,477,12,229,5,90,7,0,2313,1634,71,948,92,18,138,2313,250,163,32,21,34,2063,1138,9,576,36,4,0,300,3,297,1741,1928,1146,782
2023,Juneau City and Borough,Alaska,31969,16350,15619,104.7,1586,1968,1850,2060,1607,4542,4847,4145,2077,2447,3296,1406,138,39.8,6497,26279,25472,24125,6474,4840,25472,13025,12447,104.6,4840,2344,2496,93.9,31969,26579,5390,26579,20293,236,2734,7,0,0,0,13,0,2,110,2714,2303,44,238,1706,53,55,0,207,443,5,4,119,315,570,5390,274,2114,548,1065,26,6,31969,25207,794,6049,3675,928,1753,31969,2234,1117,134,245,738,29735,19748,224,2659,2210,443,105,4346,555,3791,14170,24775,12724,12051
2023,Kenai Peninsula Borough,Alaska,59843,31250,28593,109.3,3385,3645,3957,3584,2820,7697,7486,7050,3759,4882,7728,2906,944,41.5,13289,48037,46554,44709,14290,11578,46554,24495,22059,111.0,11578,5977,5601,106.7,59843,53788,6055,53788,47318,337,3835,0,21,0,0,6,2,2,122,3806,1100,21,130,652,115,77,60,45,197,4,39,89,65,1001,6055,300,3264,489,1218,38,1,59843,53167,883,7647,1735,480,2541,59843,2547,1351,126,98,972,57296,46602,325,3802,1092,193,402,4880,574,4306,32707,45851,24245,21606
2023,Ketchikan Gateway Borough,Alaska,13870,7226,6644,108.8,654,930,789,786,726,1976,1925,1670,1031,985,1583,662,153,40.8,2880,11357,10990,10562,2895,2398,10990,5737,5253,109.2,2398,1164,1234,94.3,13870,12116,1754,12116,8812,60,1820,0,0,0,0,0,1,2,130,1819,1242,41,6,1110,11,8,21,45,28,0,4,9,15,154,1754,109,1084,76,330,8,0,13870,10503,213,3002,1390,69,517,13870,730,400,66,43,221,13140,8522,58,1733,1242,28,37,1520,233,1287,6659,10721,5619,5102
2023,Kodiak Island Borough,Alaska,12878,6981,5897,118.4,724,1025,940,825,908,1808,2243,1087,790,906,1086,358,178,35.4,3072,10054,9806,9086,2161,1622,9806,5311,4495,118.2,1622,841,781,107.7,12878,11081,1797,11081,6557,78,1462,1,0,0,0,11,0,2,150,1450,2851,0,0,2717,84,16,7,27,8,0,0,8,0,125,1797,119,497,218,526,26,0,12878,8173,269,2218,3271,188,653,12878,1051,514,48,9,480,11827,5928,76,1461,2851,8,89,1414,293,1121,5840,8616,4692,3924
2023,Kusilvak Census Area,Alaska,8277,4431,3846,115.2,1074,949,953,747,560,1176,849,671,395,372,390,128,13,23.6,3459,5110,4818,4452,745,531,4818,2563,2255,113.7,531,249,282,88.3,8277,7592,685,7592,264,73,7157,0,0,0,0,5,0,2,158,7152,24,0,0,12,0,0,0,12,12,0,6,6,0,62,685,2,518,0,61,57,14,8277,856,154,7765,30,34,137,8277,136,136,0,0,0,8141,254,73,7154,24,12,0,624,14,610,2341,4780,2531,2249
2023,Lake and Peninsula Borough,Alaska,1007,545,462,118.0,72,69,95,86,33,216,170,52,56,57,74,18,9,33.4,275,761,732,685,135,101,732,414,318,130.2,101,52,49,106.1,1007,758,249,758,165,23,542,0,0,0,0,0,0,2,164,542,24,0,0,24,0,0,0,0,0,0,0,0,0,4,249,0,235,0,0,6,0,1007,408,37,791,24,0,4,1007,11,9,2,0,0,996,165,23,533,24,0,4,247,0,247,1355,686,375,311
2023,Matanuska-Susitna Borough,Alaska,110677,57891,52786,109.7,7044,8084,8520,7638,6303,15425,15759,13141,6905,7145,10214,3540,959,36.6,28719,85330,81958,77992,18914,14713,81958,43024,38934,110.5,14713,7297,7416,98.4,110677,98568,12109,98568,86657,1420,6424,0,7,1,30,26,84,2,170,6276,1915,45,194,542,164,218,67,685,439,62,156,194,27,1713,12109,633,5587,1218,2628,65,66,110677,98022,2624,13293,4081,1213,4756,110677,5748,2832,803,161,1952,104929,84590,1416,6195,1901,407,649,9771,1282,8489,50922,80965,42622,38343
2023,Nome Census Area,Alaska,9925,5189,4736,109.6,858,907,1058,814,741,1433,1241,1048,540,449,603,188,45,29.4,3369,6927,6556,6141,1057,836,6556,3482,3074,113.3,836,450,386,116.6,9925,9174,751,9174,1402,103,7483,0,0,0,22,2,895,2,180,6564,165,1,0,75,0,50,0,39,0,0,0,0,0,21,751,9,511,42,61,46,0,9925,2060,162,8120,258,28,87,9925,207,139,5,0,63,9718,1373,103,7405,165,0,0,672,6,666,4109,6487,3454,3033
2023,North Slope Borough,Alaska,10891,6647,4244,156.6,636,759,807,778,609,1786,1719,1461,851,627,668,157,33,35.2,2714,8537,8177,7808,1123,858,8177,5356,2821,189.9,858,498,360,138.3,10891,9878,1013,9878,3444,284,5220,0,0,0,1377,0,0,2,185,3843,592,15,1,532,0,24,0,20,209,0,34,73,102,129,1013,34,464,130,144,36,0,10891,4280,357,5879,823,316,313,10891,578,249,173,23,133,10313,3395,175,5158,555,209,12,809,9,800,2640,7870,5186,2684
2023,Northwest Arctic Borough,Alaska,7611,4018,3593,111.8,788,786,856,631,466,1140,860,671,296,478,418,170,51,28.3,2861,5073,4750,4448,974,639,4750,2542,2208,115.1,639,320,319,100.3,7611,7201,410,7201,795,43,6112,0,0,0,3,5,42,2,188,6062,191,0,0,156,4,10,10,11,21,0,21,0,0,39,410,0,287,13,21,14,0,7611,1158,64,6488,257,38,61,7611,159,116,22,6,15,7452,735,42,6097,191,12,0,375,0,375,2744,4590,2536,2054
2023,Petersburg Borough,Alaska,3394,1696,1698,99.9,154,181,218,168,207,322,420,415,295,268,491,212,43,45.7,652,2800,2742,2613,942,746,2742,1355,1387,97.7,746,348,398,87.4,3394,2952,442,2952,2095,50,255,0,0,0,0,0,0,2,195,255,446,0,37,205,81,12,43,68,23,0,14,6,3,83,442,11,192,28,78,6,0,3394,2502,84,509,582,89,166,3394,303,193,20,8,82,3091,2007,50,194,446,23,18,353,10,343,1871,2569,1257,1312
2023,Prince of Wales-Hyder Census Area,Alaska,5730,3169,2561,123.7,299,367,337,355,274,637,656,688,509,444,834,265,65,43.7,1225,4661,4505,4311,1426,1164,4505,2501,2004,124.8,1164,685,479,143.0,5730,4876,854,4876,2547,21,2141,0,0,0,0,12,2,2,198,2127,106,0,6,59,4,6,8,23,39,0,7,10,22,22,854,0,587,35,45,0,0,5730,3326,24,2905,256,59,122,5730,207,109,1,0,97,5523,2510,21,2098,106,39,18,731,7,724,3237,4445,2464,1981
2023,Sitka City and Borough,Alaska,8393,4367,4026,108.5,385,472,495,464,476,1249,1187,1000,460,756,875,400,174,39.6,1647,6937,6746,6541,1792,1449,6746,3466,3280,105.7,1449,702,747,94.0,8393,6786,1607,6786,5163,31,748,0,0,0,0,4,0,2,220,744,623,28,10,495,50,21,5,14,74,4,63,7,0,147,1607,73,804,144,311,0,0,8393,6674,119,1768,861,144,580,8393,575,357,47,23,148,7818,5022,31,723,607,74,110,1251,116,1135,4167,6349,3302,3047
2023,Skagway Municipality,Alaska,1308,532,776,68.6,65,43,49,35,78,218,201,227,67,92,144,80,9,42.5,177,1137,1131,1113,283,233,1131,456,675,67.6,233,110,123,89.4,1308,1140,168,1140,918,29,57,0,0,0,0,0,0,2,230,57,103,55,10,18,20,0,0,0,0,0,0,0,0,33,168,3,21,106,18,0,0,1308,1086,52,78,229,0,51,1308,64,18,0,5,41,1244,901,29,57,103,0,0,154,4,150,656,1095,454,641
