year,county,state,sex_and_age_total_population,sex_and_age_total_population_male,sex_and_age_total_population_female,sex_and_age_total_population_sex_ratio_males_per_1,sex_and_age_total_population_under_5_years,sex_and_age_total_population_5_to_9_years,sex_and_age_total_population_10_to_14_years,sex_and_age_total_population_15_to_19_years,sex_and_age_total_population_20_to_24_years,sex_and_age_total_population_25_to_34_years,sex_and_age_total_population_35_to_44_years,sex_and_age_total_population_45_to_54_years,sex_and_age_total_population_55_to_59_years,sex_and_age_total_population_60_to_64_years,sex_and_age_total_population_65_to_74_years,sex_and_age_total_population_75_to_84_years,sex_and_age_total_population_85_years_and_over,sex_and_age_total_population_median_age_years,sex_and_age_total_population_under_18_years,sex_and_age_total_population_16_years_and_over,sex_and_age_total_population_18_years_and_over,sex_and_age_total_population_21_years_and_over,sex_and_age_total_population_62_years_and_over,sex_and_age_total_population_65_years_and_over,sex_and_age_total_population_18_years_and_over.1,sex_and_age_total_population_18_years_and_over_mal,sex_and_age_total_population_18_years_and_over_fem,sex_and_age_total_population_18_years_and_over_sex,sex_and_age_total_population_65_years_and_over.1,sex_and_age_total_population_65_years_and_over_mal,sex_and_age_total_population_65_years_and_over_fem,sex_and_age_total_population_65_years_and_over_sex,race_total_population,race_total_population_one_race,race_total_population_two_or_more_races,race_total_population_one_race.1,race_total_population_one_race_white,race_total_population_one_race_black_or_african_am,race_total_population_one_race_american_indian_and,race_total_population_one_race_american_indian_and.1,race_total_population_one_race_american_indian_and.2,race_total_population_one_race_american_indian_and.3,race_total_population_one_race_american_indian_and.4,race_total_population_one_race_asian,race_total_population_one_race_asian_asian_indian,state_fips,county_fips,race_total_population_one_race_asian_chinese,race_total_population_one_race_asian_filipino,race_total_population_one_race_asian_japanese,race_total_population_one_race_asian_korean,race_total_population_one_race_asian_vietnamese,race_total_population_one_race_asian_other_asian,race_total_population_one_race_native_hawaiian_and,race_total_population_one_race_native_hawaiian_and.1,race_total_population_one_race_native_hawaiian_and.2,race_total_population_one_race_native_hawaiian_and.3,race_total_population_one_race_native_hawaiian_and.4,race_total_population_one_race_some_other_race,race_total_population_two_or_more_races.1,race_total_population_two_or_more_races_white_and_,race_total_population_two_or_more_races_white_and_.1,race_total_population_two_or_more_races_white_and_.2,race_total_population_two_or_more_races_white_and_.3,race_total_population_two_or_more_races_black_or_a,race_total_population_two_or_more_races_black_or_a.1,race_alone_or_in_combination_with_one_or_more_othe,race_alone_or_in_combination_with_one_or_more_othe.1,race_alone_or_in_combination_with_one_or_more_othe.2,race_alone_or_in_combination_with_one_or_more_othe.3,race_alone_or_in_combination_with_one_or_more_othe.4,race_alone_or_in_combination_with_one_or_more_othe.5,race_alone_or_in_combination_with_one_or_more_othe.6,hispanic_or_latino_and_race_total_population,hispanic_or_latino_and_race_total_population_hispa,hispanic_or_latino_and_race_total_population_hispa.1,hispanic_or_latino_and_race_total_population_hispa.2,hispanic_or_latino_and_race_total_population_hispa.3,hispanic_or_latino_and_race_total_population_hispa.4,hispanic_or_latino_and_race_total_population_not_h,hispanic_or_latino_and_race_total_population_not_h.1,hispanic_or_latino_and_race_total_population_not_h.2,hispanic_or_latino_and_race_total_population_not_h.3,hispanic_or_latino_and_race_total_population_not_h.4,hispanic_or_latino_and_race_total_population_not_h.5,hispanic_or_latino_and_race_total_population_not_h.6,hispanic_or_latino_and_race_total_population_not_h.7,hispanic_or_latino_and_race_total_population_not_h.8,hispanic_or_latino_and_race_total_population_not_h.9,total_housing_units,citizen_voting_age_population_citizen_18_and_over_,citizen_voting_age_population_citizen_18_and_over_.1,citizen_voting_age_population_citizen_18_and_over_.2
2022,Marshall County,Alabama,97923,48686,49237,98.9,6896,5969,7527,6789,5747,11798,11628,12120,6410,6156,9978,5263,1642,38.8,24723,75849,73200,69718,20404,16883,73200,36034,37166,97.0,16883,7385,9498,77.8,97923,92489,5434,92489,83991,2746,877,92,3,1,0,600,147,1,95,180,56,0,2,166,49,78,0,0,14,64,4197,5434,491,1280,187,3262,71,8,97923,89319,3418,2346,818,95,7548,97923,14751,8310,566,171,5704,83172,77450,2672,129,595,78,186,2062,244,1818,41328,68673,33448,35225
2022,Mobile County,Alabama,413878,198642,215236,92.3,26468,25576,27797,26921,27248,57179,50390,49004,26880,27359,41545,20758,6753,38.2,96226,328379,317652,301447,85876,69056,317652,149635,168017,89.1,69056,30029,39027,76.9,413878,399938,13940,399938,234657,150071,1625,238,0,33,0,8383,583,1,97,1167,700,178,215,3740,1800,95,0,9,31,55,5107,13940,3027,3529,1598,3342,238,552,413878,247305,154833,6358,10655,341,9669,413878,12565,5037,2210,656,4662,401313,231005,149056,1589,8297,95,1285,9986,1080,8906,184845,312103,146774,165329
2022,Monroe County,Alabama,19816,9758,10058,97.0,618,1272,1492,1344,1383,1769,2330,2517,1305,1625,2408,1394,359,43.7,4188,16255,15628,14807,5112,4161,15628,7303,8325,87.7,4161,1797,2364,76.0,19816,19380,436,19380,10645,8384,260,63,0,0,0,47,0,1,99,12,18,0,12,0,5,13,0,6,0,7,31,436,249,118,58,8,3,0,19816,11078,8636,381,105,13,39,19816,44,26,0,0,18,19772,10632,8384,260,47,13,0,436,8,428,10214,15588,7278,8310
2022,Montgomery County,Alabama,228132,107680,120452,89.4,15285,14848,14845,15404,16308,32020,28626,26720,15112,13329,21527,9882,4226,36.9,53805,180677,174327,164330,43062,35635,174327,80376,93951,85.6,35635,14771,20864,70.8,228132,220557,7575,220557,74723,134763,333,35,20,1,19,7604,1251,1,101,965,385,158,3143,603,1099,8,0,8,0,0,3126,7575,3001,689,572,2281,262,253,228132,81475,138602,1502,8440,102,5880,228132,8597,4802,768,192,2835,219535,72150,134336,156,7593,8,263,5029,457,4572,105488,168313,77069,91244
2022,Morgan County,Alabama,123102,60953,62149,98.1,7366,7662,8098,7661,7441,14698,15395,15809,8304,8609,12918,6639,2502,40.6,28181,98341,94921,90516,27337,22059,94921,46496,48425,96.0,22059,9682,12377,78.2,123102,116852,6250,116852,94056,16631,471,208,0,0,16,605,64,1,103,53,55,13,77,130,213,31,16,15,0,0,5058,6250,743,1819,317,2559,150,87,123102,99857,17755,2705,1153,265,7919,123102,10845,7630,544,310,2361,112257,91445,15886,272,592,15,334,3713,483,3230,53324,90716,43911,46805
2022,Perry County,Alabama,8479,3912,4567,85.7,517,438,542,1170,498,620,891,959,535,572,854,630,253,41.8,1792,6880,6687,5662,2104,1737,6687,3029,3658,82.8,1737,715,1022,70.0,8479,8431,48,8431,2411,6004,1,1,0,0,0,7,0,1,105,0,0,7,0,0,0,0,0,0,0,0,8,48,4,37,0,0,2,5,8479,2452,6015,40,7,0,13,8479,82,7,61,6,8,8397,2405,5943,1,0,0,0,48,5,43,3985,6641,2983,3658
2022,Pickens County,Alabama,18925,9149,9776,93.6,944,972,1092,1124,1201,2335,2383,2476,1143,1583,2128,1100,444,42.9,3653,15746,15272,14571,4638,3672,15272,7193,8079,89.0,3672,1653,2019,81.9,18925,18563,362,18563,10880,7506,33,14,0,0,0,10,0,1,107,0,0,0,0,0,10,0,0,0,0,0,134,362,168,83,0,34,23,4,18925,11188,7739,180,40,18,199,18925,987,435,12,34,506,17938,10141,7416,33,10,0,19,319,4,315,8714,14634,7144,7490
2022,Pike County,Alabama,32997,15843,17154,92.4,1674,1875,1644,3534,5065,3870,3249,3334,1631,2064,2892,1562,603,31.1,6220,27502,26777,22992,6340,5057,26777,12648,14129,89.5,5057,2235,2822,79.2,32997,31889,1108,31889,18678,12302,112,14,0,0,0,664,320,1,109,164,38,2,93,26,21,0,0,0,0,0,133,1108,327,229,53,322,19,4,32997,19757,12759,444,808,25,503,32997,799,423,71,68,237,32198,18245,12282,112,658,0,0,901,133,768,16049,25916,12275,13641
2022,Randolph County,Alabama,22179,10787,11392,94.7,1232,1302,1303,1408,1320,2494,2375,2849,1467,1796,2702,1507,424,44.1,4627,17952,17552,16438,5784,4633,17552,8503,9049,94.0,4633,2088,2545,82.0,22179,21540,639,21540,17068,4203,25,7,0,0,0,62,9,1,111,0,0,0,0,0,53,0,0,0,0,0,182,639,207,176,67,158,0,9,22179,17683,4427,221,131,2,362,22179,669,470,69,44,86,21510,16553,4203,21,62,0,87,584,125,459,12412,17401,8400,9001
2022,Russell County,Alabama,58849,28125,30724,91.5,3971,3842,4107,3738,3323,8495,7519,7362,3950,3773,5407,2657,705,37.2,14160,46044,44689,42507,11054,8769,44689,21146,23543,89.8,8769,3717,5052,73.6,58849,55855,2994,55855,27622,26410,107,42,0,0,0,459,35,1,113,163,174,24,50,0,13,58,0,50,0,8,1199,2994,837,381,250,611,97,341,58849,29908,28102,710,1021,209,2214,58849,3451,836,1192,306,1117,55398,25923,26170,88,459,58,590,2110,168,1942,27382,44161,21038,23123
2022,St. Clair County,Alabama,91719,45680,46039,99.2,4981,5357,6488,5524,4846,11701,12238,12224,6749,5656,9717,5155,1083,41.0,20453,73891,71266,68340,19458,15955,71266,34963,36303,96.3,15955,6940,9015,77.0,91719,89113,2606,89113,78169,8985,310,214,0,0,0,373,140,1,115,24,111,5,36,0,57,61,0,0,61,0,1215,2606,770,451,496,685,0,3,91719,80639,9768,761,901,262,2026,91719,2325,1339,472,252,262,89394,77572,8839,290,373,61,310,1949,172,1777,38133,70771,34631,36140
2022,Shelby County,Alabama,223916,109226,114690,95.2,11946,14061,15371,15675,13218,26992,30516,31185,14935,13836,22134,10993,3054,40.0,51063,179299,172853,164112,44608,36181,172853,83331,89522,93.1,36181,16066,20115,79.9,223916,215278,8638,215278,174752,29118,533,70,0,0,0,4491,913,1,117,957,326,71,373,1219,632,22,0,0,0,22,6362,8638,2432,982,1294,2654,186,203,223916,182640,32337,2005,6185,303,9611,223916,13195,7621,1114,673,3787,210721,169919,29071,331,4483,22,1120,5775,792,4983,89612,167352,80353,86999
2022,Sumter County,Alabama,12196,5586,6610,84.5,655,559,757,1212,1659,1099,1254,1157,876,699,1329,762,178,35.8,2303,10124,9893,8500,2668,2269,9893,4462,5431,82.2,2269,955,1314,72.7,12196,12005,191,12005,3109,8813,10,0,0,0,0,57,0,1,119,31,5,16,0,0,5,0,0,0,0,0,16,191,34,14,0,69,49,25,12196,3226,8921,73,57,0,110,12196,85,44,0,13,28,12111,3069,8813,10,41,0,0,178,81,97,6329,9777,4411,5366
2022,Talladega County,Alabama,81105,39386,41719,94.4,4323,5020,4375,4939,5042,10370,9747,10658,4816,6749,9180,4785,1101,42.1,16771,66263,64334,61308,19105,15066,64334,31060,33274,93.3,15066,6753,8313,81.2,81105,78582,2523,78582,51186,25893,124,60,9,0,0,350,10,1,121,5,65,17,151,40,62,50,0,29,20,1,979,2523,1167,510,290,335,67,15,81105,53573,27258,746,717,70,1349,81105,1997,1384,178,29,406,79108,50504,25788,124,350,21,34,2287,175,2112,38088,63399,30436,32963
2022,Tallapoosa County,Alabama,41251,20025,21226,94.3,2228,2522,2256,2487,2201,4606,4252,5239,3271,3008,5503,2798,880,45.2,8410,33913,32841,31188,11028,9181,32841,15839,17002,93.2,9181,4289,4892,87.7,41251,40077,1174,40077,28516,10957,26,0,0,0,0,190,16,1,123,47,9,0,116,0,2,0,0,0,0,0,388,1174,215,247,92,468,18,0,41251,29672,11312,394,282,12,875,41251,1010,770,10,6,224,40241,28305,10927,26,190,0,59,734,47,687,22777,32455,15639,16816
2022,Tuscaloosa County,Alabama,231558,111807,119751,93.4,12874,12819,13707,23139,27060,32704,27453,25027,11931,13277,19696,8931,2940,32.8,47215,189439,184343,161780,39306,31567,184343,87755,96588,90.9,31567,13666,17901,76.3,231558,224354,7204,224354,143889,74222,393,34,0,0,0,3817,822,1,125,1113,338,157,199,633,555,24,0,24,0,0,2009,7204,1354,860,755,2679,240,284,231558,150194,76770,1729,4903,210,5656,231558,9261,4858,888,537,2978,222297,140053,74051,156,3654,24,229,4130,562,3568,101330,179853,85118,94735
2022,Walker County,Alabama,64978,32122,32856,97.8,3691,4267,3920,3847,3972,7868,7321,8238,4634,4457,7491,3860,1412,41.8,14409,52243,50569,48189,15320,12763,50569,24458,26111,93.7,12763,5584,7179,77.8,64978,62794,2184,62794,57555,3890,100,15,0,0,0,123,44,1,127,24,0,18,37,0,0,0,0,0,0,0,1126,2184,561,507,239,747,0,9,64978,59730,4511,662,363,71,1890,64978,1868,1064,99,74,631,63110,56899,3890,100,122,0,260,1839,432,1407,30127,50111,24155,25956
2022,Washington County,Alabama,15434,7664,7770,98.6,843,895,781,996,1419,1392,1599,1928,1361,1169,1925,993,133,43.7,3180,12747,12254,11628,3624,3051,12254,5932,6322,93.8,3051,1421,1630,87.2,15434,15030,404,15030,10298,3608,1042,130,0,229,0,62,0,1,129,47,15,0,0,0,0,0,0,0,0,0,20,404,132,198,27,0,1,0,15434,10680,3741,1287,135,0,20,15434,261,251,1,0,9,15173,10084,3607,1042,62,0,20,358,0,358,7779,12238,5931,6307
2022,Wilcox County,Alabama,10441,4892,5549,88.2,658,506,789,873,546,1199,1079,1216,800,606,1289,636,244,41.1,2397,8367,8044,7537,2611,2169,8044,3720,4324,86.0,2169,935,1234,75.8,10441,10221,220,10221,2876,7328,13,0,0,0,0,4,0,1,131,0,4,0,0,0,0,0,0,0,0,0,0,220,19,15,186,0,0,0,10441,3096,7347,28,190,0,0,10441,22,6,9,0,7,10419,2860,7328,7,4,0,0,220,0,220,5314,8013,3689,4324
2022,Winston County,Alabama,23655,11764,11891,98.9,1240,1179,1466,1393,1379,2538,2509,3154,1957,1704,2952,1804,380,45.4,4785,19441,18870,18136,6072,5136,18870,9268,9602,96.5,5136,2356,2780,84.7,23655,22912,743,22912,22050,263,123,43,0,0,0,105,6,1,133,18,37,27,0,0,17,0,0,0,0,0,371,743,65,217,95,293,0,0,23655,22793,368,413,200,0,697,23655,768,297,19,0,452,22887,21834,263,43,105,0,0,642,248,394,13091,18555,9106,9449
2022,Aleutians East Borough,Alaska,3407,2102,1305,161.1,108,88,124,142,270,515,633,593,301,237,270,96,30,41.6,417,3061,2990,2921,466,396,2990,1853,1137,163.0,396,195,201,97.0,3407,2985,422,2985,576,183,1263,0,0,0,0,676,0,2,13,0,617,5,30,20,4,10,0,0,3,7,277,422,2,227,44,60,7,7,3407,937,209,1528,779,32,370,3407,405,284,19,4,98,3002,536,172,1248,676,10,15,345,47,298,1089,2200,1274,926
2022,Aleutians West Census Area,Alaska,5219,3484,1735,200.8,220,281,204,334,319,885,831,1150,414,252,283,40,6,39.2,887,4404,4332,4152,451,329,4332,3039,1293,235.0,329,195,134,145.5,5219,4635,584,4635,1356,201,487,2,0,0,0,2123,3,2,16,8,1845,12,65,132,58,183,0,3,176,4,285,584,7,93,44,197,10,31,5219,1709,316,631,2333,226,611,5219,802,581,2,140,79,4417,1222,201,426,2114,183,0,271,16,255,1403,3097,2154,943
2022,Anchorage Municipality,Alaska,290674,149144,141530,105.4,19434,20387,18419,18328,21652,48906,40272,34222,17449,16837,22832,9338,2598,34.5,69388,228369,221286,209919,44247,34768,221286,113708,107578,105.7,34768,16488,18280,90.2,290674,253711,36963,253711,172004,15469,21507,253,172,86,95,28440,760,2,20,1339,14182,836,2620,389,8314,8563,184,979,5778,1622,7728,36963,4485,11947,6029,4979,1323,468,290674,204647,24563,38909,38032,11670,14316,290674,28162,13755,4739,1309,8359,262512,160574,14793,20464,27795,8376,1928,28582,1627,26955,118938,211541,109240,102301
2022,Bethel Census Area,Alaska,18538,9909,8629,114.8,1970,1925,1586,1576,1372,2814,2020,1878,1027,935,1004,338,93,28.7,6453,12669,12085,11216,1970,1435,12085,6609,5476,120.7,1435,730,705,103.5,18538,17736,802,17736,1678,215,15452,0,2,0,3,262,17,2,50,0,84,0,157,0,4,40,0,3,37,0,89,802,0,550,6,57,28,0,18538,2339,243,16183,297,153,173,18538,399,164,5,0,230,18139,1632,214,15275,260,40,0,718,2,716,6003,11933,6528,5405
2022,Bristol Bay Borough,Alaska,854,489,365,134.0,66,38,29,40,45,196,97,76,67,92,63,39,6,36.4,163,707,691,680,138,108,691,402,289,139.1,108,65,43,151.2,854,746,108,746,387,3,269,0,0,0,0,48,0,2,60,0,47,1,0,0,0,17,0,17,0,0,22,108,1,53,30,18,0,0,854,495,4,322,84,23,40,854,74,30,37,0,7,780,379,3,257,48,17,11,65,0,65,875,652,363,289
2022,Chugach Census Area,Alaska,7000,3717,3283,113.2,412,356,552,408,343,1139,966,753,421,725,687,191,47,37.8,1519,5590,5481,5241,1432,925,5481,2935,2546,115.3,925,435,490,88.8,7000,6426,574,6426,5015,113,371,47,0,0,0,489,0,2,63,17,428,26,0,18,0,94,10,7,77,0,344,574,5,312,71,89,4,0,7000,5523,144,722,609,152,446,7000,414,320,4,0,90,6586,4934,113,369,478,94,120,478,24,454,3760,5197,2833,2364
2022,Copper River Census Area,Alaska,2614,1388,1226,113.2,188,152,230,155,98,231,298,366,244,203,303,131,15,43.1,692,1982,1922,1842,575,449,1922,1086,836,129.9,449,277,172,161.0,2614,2321,293,2321,1385,1,886,3,0,0,0,12,0,2,66,0,1,0,11,0,0,0,0,0,0,0,37,293,0,176,0,86,0,0,2614,1668,1,1093,12,0,154,2614,171,134,0,37,0,2443,1370,1,886,12,0,0,174,2,172,2564,1904,1086,818
2022,Denali Borough,Alaska,2101,1417,684,207.2,64,50,94,106,113,228,603,301,194,52,221,65,10,44.4,272,1881,1829,1786,318,296,1829,1279,550,232.5,296,183,113,161.9,2101,1821,280,1821,1591,48,64,0,0,0,0,73,0,2,68,12,61,0,0,0,0,0,0,0,0,0,45,280,0,65,147,0,0,0,2101,1871,106,187,230,0,55,2101,35,15,0,0,20,2066,1581,48,64,73,0,30,270,0,270,1385,1721,1234,487
2022,Dillingham Census Area,Alaska,4854,2492,2362,105.5,419,427,405,350,351,763,515,456,288,312,410,118,40,30.7,1466,3519,3388,3207,816,568,3388,1755,1633,107.5,568,295,273,108.1,4854,4385,469,4385,775,76,3451,0,0,0,0,78,36,2,70,0,19,10,7,6,0,3,0,0,3,0,2,469,0,387,11,6,15,3,4854,1207,105,3896,108,14,17,4854,162,122,6,0,34,4692,694,76,3397,78,3,2,442,0,442,2417,3323,1692,1631
2022,Fairbanks North Star Borough,Alaska,96299,52279,44020,118.8,6875,6834,5846,6155,9239,17133,12618,10157,5148,4961,7706,2923,704,32.1,22959,75407,73340,68576,14125,11333,73340,40278,33062,121.8,11333,5809,5524,105.2,96299,84795,11504,84795,68726,3979,6733,122,67,20,136,3032,50,2,90,606,722,221,978,155,300,653,0,126,283,244,1672,11504,1825,3657,1308,2536,37,117,96299,79520,6757,11738,5151,1225,4912,96299,8038,4390,1471,193,1984,88261,65269,3786,6423,2981,653,510,8639,787,7852,42772,71014,39197,31817
2022,Haines Borough,Alaska,2079,1079,1000,107.9,77,149,233,172,28,110,250,299,122,190,314,123,12,46.2,628,1526,1451,1448,538,449,1451,715,736,97.1,449,197,252,78.2,2079,1881,198,1881,1682,0,129,0,0,0,0,68,0,2,100,0,40,0,0,0,28,0,0,0,0,0,2,198,7,12,133,5,0,0,2079,1877,44,182,241,1,7,2079,170,148,0,20,2,1909,1514,0,129,68,0,0,198,5,193,1410,1405,715,690
2022,Hoonah-Angoon Census Area,Alaska,2329,1300,1029,126.3,75,79,113,86,138,327,163,370,233,186,397,138,24,50.0,310,2044,2019,1966,681,559,2019,1150,869,132.3,559,327,232,140.9,2329,1942,387,1942,1238,9,672,3,0,0,0,19,0,2,105,0,19,0,0,0,0,4,0,4,0,0,0,387,10,202,22,71,6,0,2329,1597,39,950,85,15,82,2329,230,129,38,8,55,2099,1158,0,650,19,4,0,268,3,265,1708,1988,1140,848
2022,Juneau City and Borough,Alaska,32108,16461,15647,105.2,1679,1987,1868,1879,1748,4960,4617,4142,2121,2363,3345,1131,268,39.0,6625,26255,25483,24327,6348,4744,25483,13031,12452,104.6,4744,2274,2470,92.1,32108,27280,4828,27280,20543,345,3018,0,33,39,0,2317,47,2,110,235,1653,75,73,0,234,437,5,3,108,321,620,4828,169,1984,596,905,22,0,32108,24913,786,6012,3610,695,1636,32108,2300,1233,185,183,699,29808,19855,332,2967,2176,437,117,3924,459,3465,14073,24709,12670,12039
2022,Kenai Peninsula Borough,Alaska,59235,31086,28149,110.4,3365,3564,3877,3633,3151,7384,7312,7091,4080,4773,7406,2718,881,41.2,13074,47627,46161,44103,13770,11005,46161,24404,21757,112.2,11005,5714,5291,108.0,59235,54213,5022,54213,47151,424,4389,117,34,0,6,1021,7,2,122,108,597,118,83,42,66,222,121,14,54,33,1006,5022,196,2739,513,971,16,0,59235,52045,821,7515,1678,439,2237,59235,2623,1570,142,103,808,56612,46195,374,4372,1013,219,391,4048,407,3641,32567,45337,24104,21233
2022,Ketchikan Gateway Borough,Alaska,13910,7232,6678,108.3,755,908,769,815,794,1925,1864,1704,1049,1008,1558,608,153,40.6,2928,11333,10982,10534,2845,2319,10982,5725,5257,108.9,2319,1138,1181,96.4,13910,12456,1454,12456,8909,91,2030,34,0,0,20,1180,54,2,130,7,1088,10,6,8,7,29,0,6,10,13,217,1454,75,874,126,212,10,0,13910,10273,212,3005,1398,72,463,13910,785,404,70,46,265,13125,8608,89,1949,1166,29,40,1244,138,1106,6615,10665,5599,5066
2022,Kodiak Island Borough,Alaska,13065,6991,6074,115.1,820,1149,789,757,916,2073,2065,1177,768,944,1081,338,188,35.1,3135,10161,9930,9335,2180,1607,9930,5377,4553,118.1,1607,782,825,94.8,13065,11279,1786,11279,6612,120,1492,0,14,6,0,2964,0,2,150,0,2887,21,28,6,22,2,0,0,2,0,89,1786,76,516,113,584,35,0,13065,8210,272,2293,3292,217,675,13065,1150,375,38,0,737,11915,6007,102,1484,2964,2,51,1305,290,1015,5798,8807,4734,4073
2022,Kusilvak Census Area,Alaska,8372,4576,3796,120.5,1086,951,934,747,602,1233,819,736,384,368,376,118,18,23.7,3446,5204,4926,4544,728,512,4926,2740,2186,125.3,512,252,260,96.9,8372,8031,341,8031,265,70,7606,0,0,4,0,14,0,2,158,0,14,0,0,0,0,12,0,10,2,0,64,341,3,278,0,9,8,11,8372,570,99,7924,18,33,84,8372,76,76,0,0,0,8296,262,70,7606,14,12,0,332,11,321,2335,4889,2708,2181
2022,Lake and Peninsula Borough,Alaska,999,508,491,103.5,82,69,76,72,49,195,164,60,71,69,65,17,10,33.6,255,763,744,690,129,92,744,385,359,107.2,92,43,49,87.8,999,845,154,845,171,22,617,0,0,0,0,35,0,2,164,0,35,0,0,0,0,0,0,0,0,0,0,154,0,143,7,0,4,0,999,321,26,764,42,0,0,999,1,0,1,0,0,998,171,22,617,35,0,0,153,0,153,1380,699,348,351
2022,Matanuska-Susitna Borough,Alaska,108661,56811,51850,109.6,7022,8027,8394,7503,6346,15197,15159,13049,7096,6866,9648,3411,943,36.3,28387,83540,80274,76398,18108,14002,80274,42152,38122,110.6,14002,6924,7078,97.8,108661,98059,10602,98059,86055,1392,6743,98,43,3,52,1956,49,2,170,187,671,75,267,74,633,464,114,156,160,34,1449,10602,505,5075,1051,2095,78,76,108661,95938,2451,12923,3935,1194,3953,108661,6074,2891,871,238,2074,102587,83383,1384,6489,1946,411,473,8501,965,7536,50491,79123,41669,37454
2022,Nome Census Area,Alaska,10018,5237,4781,109.5,901,945,1047,794,767,1467,1229,1058,620,440,520,194,36,29.1,3411,6951,6607,6208,958,750,6607,3527,3080,114.5,750,379,371,102.2,10018,9299,719,9299,1423,103,7617,50,0,2,0,130,9,2,180,3,34,0,51,0,33,2,0,0,2,0,24,719,6,499,66,43,31,0,10018,2090,142,8210,265,7,72,10018,201,134,20,0,47,9817,1391,99,7518,130,2,0,677,6,671,4116,6550,3501,3049
2022,North Slope Borough,Alaska,10924,6766,4158,162.7,608,705,736,652,622,1945,1509,1652,992,673,635,157,38,36.3,2493,8764,8431,8103,1100,830,8431,5557,2874,193.4,830,469,361,129.9,10924,10122,802,10122,3474,193,5480,0,0,0,0,632,39,2,185,1,563,0,29,0,0,209,0,44,113,52,134,802,17,427,78,97,38,0,10924,4148,292,6047,770,320,238,10924,428,126,47,20,235,10496,3417,193,5386,585,209,13,693,0,693,2625,8064,5380,2684
2022,Northwest Arctic Borough,Alaska,7682,4105,3577,114.8,801,782,807,596,466,1244,830,744,349,456,388,176,43,29.2,2783,5175,4899,4609,897,607,4899,2647,2252,117.5,607,309,298,103.7,7682,7252,430,7252,818,95,6200,0,0,3,0,99,0,2,188,0,59,4,18,6,12,22,0,22,0,0,18,430,34,275,14,41,4,0,7682,1220,140,6539,154,46,60,7682,196,139,29,7,21,7486,737,95,6180,99,11,0,364,0,364,2726,4818,2627,2191
2022,Petersburg Borough,Alaska,3374,1655,1719,96.3,148,161,178,178,172,352,302,324,444,273,510,289,43,50.1,606,2845,2768,2653,1038,842,2768,1347,1421,94.8,842,394,448,87.9,3374,2993,381,2993,1948,39,268,30,0,0,0,602,0,2,195,62,249,76,48,61,106,16,0,4,12,0,120,381,12,145,56,40,2,0,3374,2302,65,460,758,92,165,3374,306,218,25,5,58,3068,1842,39,224,602,16,11,334,6,328,1792,2510,1191,1319
2022,Prince of Wales-Hyder Census Area,Alaska,5799,3223,2576,125.1,286,357,381,353,271,696,643,731,505,456,796,258,66,43.1,1244,4713,4555,4373,1401,1120,4555,2530,2025,124.9,1120,653,467,139.8,5799,5019,780,5019,2613,22,2230,0,3,9,2,80,0,2,198,0,50,2,7,7,14,45,0,11,16,18,29,780,0,543,53,56,2,0,5799,3350,29,2897,216,59,116,5799,236,137,4,0,95,5563,2536,22,2177,80,45,22,681,6,675,3252,4469,2483,1986
2022,Sitka City and Borough,Alaska,8462,4420,4042,109.4,398,469,534,505,485,1222,1196,1015,542,721,814,436,125,39.5,1709,6919,6753,6496,1779,1375,6753,3487,3266,106.8,1375,662,713,92.8,8462,6980,1482,6980,5269,58,793,2,7,3,0,667,29,2,220,12,563,32,16,4,11,103,6,97,0,0,90,1482,53,806,121,273,0,0,8462,6655,124,1762,876,190,422,8462,626,408,51,34,133,7836,5068,48,767,648,103,63,1139,56,1083,4138,6325,3314,3011
2022,Skagway Municipality,Alaska,1303,537,766,70.1,79,58,46,59,91,254,192,196,34,114,131,39,10,38.6,207,1110,1096,1047,243,180,1096,457,639,71.5,180,97,83,116.9,1303,1150,153,1150,1017,40,64,0,0,0,0,29,0,2,230,5,22,2,0,0,0,0,0,0,0,0,0,153,1,13,100,15,0,0,1303,1170,65,77,153,0,15,1303,32,19,0,0,13,1271,997,40,64,29,0,0,141,3,138,631,1054,450,604
2022,Southeast Fairbanks Census Area,Alaska,6888,3912,2976,131.5,483,516,568,433,354,863,897,889,450,459,651,214,111,36.9,1845,5254,5043,4844,1205,976,5043,2998,2045,146.6,976,550,426,129.1,6888,6517,371,6517,5163,61,881,3,0,0,0,214,0,2,240,138,52,0,0,0,24,17,0,15,2,0,181,371,21,218,8,85,11,0,6888,5517,94,1117,236,38,266,6888,491,97,304,0,90,6397,4945,61,876,214,2,5,294,13,281,3537,4909,2910,1999
2022,Wrangell City and Borough,Alaska,2134,1136,998,113.8,137,126,125,114,73,249,163,255,146,170,299,222,55,48.9,472,1711,1662,1617,674,576,1662,888,774,114.7,576,353,223,158.3,2134,1790,344,1790,1216,1,488,10,9,0,0,18,0,2,275,0,12,0,0,0,6,46,0,9,0,37,21,344,0,254,21,55,0,0,2134,1556,2,756,50,52,76,2134,123,59,6,13,45,2011,1187,1,465,18,46,0,294,9,285,1350,1612,857,755
2022,Yakutat City and Borough,Alaska,564,352,212,166.0,43,23,19,34,48,69,63,59,29,38,93,37,9,41.3,105,463,459,445,159,139,459,292,167,174.9,139,95,44,215.9,564,466,98,466,173,12,147,0,0,2,0,114,0,2,282,0,69,37,0,0,8,12,4,4,0,4,8,98,0,46,0,5,0,0,564,269,17,214,114,54,13,564,37,37,0,0,0,527,173,12,136,114,12,0,80,0,80,420,398,238,160
